spectatorid	matchid	timestamp
126	11	16:29
111	4	13:21
55	10	15:34
140	19	15:54
79	4	13:39
167	14	13:55
120	13	13:03
34	10	15:30
97	17	13:21
67	16	15:44
183	7	12:38
100	4	12:32
143	17	13:44
186	13	12:32
71	15	14:33
128	12	13:27
35	5	13:31
55	8	15:55
6	5	12:43
45	11	16:52
181	15	15:05
109	14	13:12
105	2	14:36
69	6	16:53
42	17	13:13
175	18	16:33
104	6	16:32
37	15	14:50
57	3	16:14
163	5	13:03
6	10	15:12
60	16	15:04
109	5	13:24
72	10	14:52
173	1	14:12
14	7	13:26
24	18	16:41
185	14	12:50
183	16	15:20
177	8	15:43
129	8	15:22
184	2	15:14
6	7	13:26
33	13	13:17
106	12	13:27
80	12	13:14
109	18	16:41
104	3	15:41
12	4	13:54
32	19	15:09
78	4	12:58
88	17	13:45
73	18	17:00
11	19	15:32
154	19	14:58
128	8	15:30
50	11	16:28
146	10	14:46
190	14	13:09
130	10	15:38
83	4	13:23
82	16	15:50
116	17	14:24
56	9	16:55
102	14	13:15
12	12	13:18
47	5	13:47
11	5	13:23
186	14	13:26
146	5	12:43
78	14	13:19
80	19	14:54
175	13	13:22
11	12	13:20
3	9	16:04
187	6	16:51
189	13	13:13
98	16	15:28
71	12	13:21
168	19	15:01
22	8	16:10
11	9	17:26
176	13	13:28
27	7	13:59
150	7	12:55
91	17	13:49
23	3	15:04
27	13	12:35
172	12	13:53
184	13	12:41
155	1	14:04
53	7	12:55
78	1	14:48
1	9	17:20
77	12	13:12
48	8	15:06
77	13	12:40
28	14	12:46
172	19	15:24
52	12	13:10
21	12	13:41
107	2	14:56
18	12	13:48
81	19	14:34
56	5	12:51
165	9	16:11
170	8	15:47
76	19	15:14
30	12	14:25
57	17	13:54
37	6	16:29
73	10	15:16
110	13	12:55
116	19	14:37
146	15	14:29
60	7	12:57
130	5	13:22
78	9	16:11
1	3	15:53
114	17	13:27
76	17	13:23
136	14	12:31
181	8	15:50
186	3	15:01
160	16	15:53
84	15	14:06
179	3	15:35
16	16	15:13
67	1	14:31
104	15	14:56
65	6	16:08
147	1	14:36
48	10	14:40
164	11	16:21
144	4	12:37
177	5	12:52
45	12	13:01
120	9	16:21
98	2	14:49
187	12	13:57
169	10	14:31
96	17	13:12
101	16	15:21
42	7	12:32
78	5	13:04
90	15	14:13
149	8	15:30
73	2	15:10
83	5	12:59
136	9	17:22
173	5	12:47
183	15	14:02
54	10	14:32
183	9	16:51
111	9	16:12
21	6	16:52
125	16	15:37
143	13	13:08
121	17	13:37
145	18	16:45
37	1	14:01
19	9	16:11
156	16	15:59
30	8	15:01
6	11	16:57
171	5	12:51
20	19	15:44
97	4	13:49
179	11	16:43
61	10	14:48
43	2	15:20
78	15	14:41
5	16	15:31
117	12	13:11
28	13	13:04
146	14	12:57
59	13	12:37
166	6	16:13
5	6	16:04
94	7	13:17
40	11	16:22
90	7	13:42
28	6	16:52
30	15	14:35
96	15	15:14
107	12	14:23
13	17	13:43
92	14	12:34
145	3	15:59
93	15	14:47
1	1	14:58
38	3	15:53
67	17	14:26
128	2	14:54
43	13	13:02
37	2	15:19
170	11	16:07
74	5	12:58
114	11	16:17
48	14	13:03
27	16	16:01
94	17	13:40
120	4	12:39
123	9	16:52
42	4	13:08
136	13	12:33
189	17	13:00
142	17	13:39
143	9	16:38
173	16	15:43
168	1	15:15
136	3	15:56
15	3	15:50
173	4	13:28
93	2	14:46
97	16	15:26
77	1	14:47
157	5	13:05
124	5	12:44
98	5	12:34
181	10	14:49
61	16	15:20
33	10	15:14
161	12	13:06
23	15	14:59
120	10	15:26
82	9	16:28
2	13	12:59
52	3	15:23
88	13	12:55
113	4	12:53
71	9	17:24
145	1	14:48
171	8	15:28
73	12	13:51
96	6	16:01
139	5	13:12
87	19	15:20
120	15	15:03
128	5	13:13
129	5	13:10
116	16	15:59
150	15	14:48
12	9	16:52
25	18	16:14
16	9	16:09
16	4	13:05
135	3	15:01
141	4	13:23
157	11	16:59
140	1	14:29
33	6	16:31
111	6	16:17
42	5	12:35
136	19	15:18
181	18	16:01
7	16	16:03
117	16	15:49
6	4	12:54
29	4	13:16
114	2	15:25
103	9	16:44
14	15	15:23
121	11	16:17
57	4	13:42
132	11	16:53
140	9	16:48
90	4	13:23
67	4	12:35
67	5	12:31
57	9	16:37
90	18	16:14
38	9	17:23
76	9	16:33
162	13	12:42
52	10	15:12
7	12	13:41
139	19	14:41
69	5	13:19
72	19	14:36
172	17	13:45
130	2	15:01
159	14	13:13
96	11	16:03
135	7	12:37
103	10	15:10
184	5	13:45
188	19	15:43
176	4	13:39
127	13	13:17
35	6	16:47
105	17	14:16
111	18	16:53
6	18	16:02
98	13	12:53
52	8	15:17
80	8	15:40
41	11	16:22
64	8	15:25
181	16	15:25
160	9	16:00
141	3	15:36
171	3	15:31
174	19	14:33
185	13	13:34
175	4	12:32
56	19	14:47
72	5	12:42
103	8	15:04
152	11	16:44
173	15	14:32
182	11	17:21
176	14	12:31
160	8	15:30
100	16	15:41
190	9	16:45
101	8	15:48
48	4	13:00
161	15	14:11
31	5	13:01
52	18	16:53
125	5	12:32
78	3	15:05
29	2	15:16
80	15	14:39
1	10	15:03
149	4	12:54
78	8	15:53
178	16	15:33
1	7	12:48
127	4	12:32
79	16	15:35
77	19	14:44
61	17	13:01
74	6	16:09
185	7	13:12
5	14	13:04
91	15	14:59
81	10	15:21
36	17	13:08
23	10	14:39
84	18	16:18
122	1	14:08
126	10	15:16
160	18	16:21
25	12	13:08
68	2	15:00
40	17	13:31
52	7	13:19
23	2	15:09
109	10	15:47
85	11	16:05
64	16	15:53
103	4	13:23
180	7	12:32
96	10	15:01
73	8	15:34
126	18	16:52
34	11	17:08
179	15	14:26
45	5	13:43
128	10	15:14
139	7	13:14
42	6	16:23
26	17	13:54
112	17	13:14
125	11	16:49
28	15	14:45
35	12	13:37
9	14	13:22
17	9	16:09
51	19	15:20
26	5	12:40
119	4	13:26
104	17	13:35
23	4	13:29
188	12	13:44
49	6	16:51
183	14	12:35
181	2	14:39
120	12	13:55
103	17	13:23
90	19	14:47
140	16	16:24
91	8	15:34
87	6	16:39
8	11	16:52
95	1	14:47
91	12	13:06
121	16	16:07
87	7	13:22
103	1	14:44
173	14	13:02
44	14	13:22
145	6	16:16
1	11	16:42
23	16	15:47
156	15	14:49
13	3	15:20
32	16	15:53
165	6	17:15
190	15	14:47
185	19	15:06
44	15	14:06
30	17	13:36
168	14	12:39
62	3	15:41
139	6	16:14
37	9	16:34
120	3	15:03
64	6	16:38
89	7	12:32
37	3	15:13
10	7	13:04
35	10	15:30
33	8	15:10
81	12	13:11
52	19	15:06
148	6	16:13
131	16	15:26
128	13	12:57
148	7	13:07
86	11	16:32
147	18	16:13
70	14	13:07
88	6	16:50
13	19	14:35
45	10	15:16
74	1	14:04
89	1	14:54
17	17	13:30
1	17	13:22
147	6	16:49
6	1	14:47
132	9	16:48
162	17	13:50
162	14	12:38
47	4	12:35
39	4	13:46
58	15	14:20
13	12	13:39
95	13	13:18
9	11	16:37
157	16	16:15
35	7	13:19
59	1	14:26
50	5	12:58
179	6	16:58
169	8	15:57
17	14	12:59
164	2	15:12
42	12	13:55
82	8	15:57
50	2	14:40
133	17	13:51
38	2	14:41
187	11	16:22
27	14	12:45
64	18	16:23
185	10	14:49
112	6	16:29
116	11	16:19
20	15	14:43
107	13	12:40
126	1	14:32
52	17	13:12
93	5	13:21
144	7	13:04
146	4	13:04
147	14	13:10
117	4	12:44
36	10	15:06
70	4	13:06
156	1	15:07
134	19	14:58
12	17	13:26
161	17	13:21
41	13	12:58
42	8	15:34
73	17	13:55
173	17	13:12
134	14	13:37
85	4	12:33
111	5	13:07
34	2	14:37
65	12	13:15
51	5	12:34
83	3	15:03
138	1	14:04
84	19	15:37
170	16	15:10
181	12	13:23
182	18	16:48
77	14	12:54
33	7	13:51
91	6	16:35
77	6	16:55
58	19	14:50
87	3	15:48
49	14	12:42
71	11	16:38
133	10	14:30
172	7	13:33
80	7	13:13
32	1	14:40
77	3	15:15
146	12	13:56
92	3	15:49
55	15	14:20
20	3	15:59
179	17	14:29
88	14	13:28
57	11	16:43
12	6	16:05
67	14	12:57
79	13	13:17
22	2	15:19
75	13	13:28
130	9	16:24
81	5	12:33
120	17	13:03
105	16	15:59
186	5	13:05
100	7	12:40
73	5	13:19
113	11	16:14
37	16	15:48
177	17	13:11
51	8	15:23
90	13	12:46
31	18	16:41
190	8	15:25
147	15	15:17
18	6	16:33
102	16	15:23
189	15	14:39
110	6	16:08
37	18	16:44
6	13	13:01
86	17	13:55
161	11	16:32
27	3	15:44
18	9	16:54
39	6	16:37
124	3	15:09
76	6	16:56
5	17	14:24
66	5	13:17
21	7	13:14
158	6	16:24
31	17	13:21
78	2	15:11
160	2	15:11
111	16	15:09
21	17	13:05
27	6	16:38
42	14	13:11
1	12	13:03
93	17	13:22
142	18	16:40
152	15	14:10
122	11	16:26
188	17	13:28
41	2	15:28
113	19	15:32
19	8	15:06
106	7	12:48
13	2	14:45
12	18	16:39
10	8	15:06
170	13	13:13
86	18	16:46
176	3	16:04
81	11	16:04
20	7	13:31
23	17	13:22
188	6	17:15
84	5	12:53
60	19	15:14
169	4	13:36
14	8	15:08
189	9	16:48
112	2	14:46
163	4	13:54
12	10	15:18
148	15	14:29
33	15	14:19
25	7	12:42
3	5	13:20
85	3	16:23
86	2	15:29
18	5	13:35
156	11	16:41
112	4	13:00
139	3	15:58
173	19	15:40
26	9	16:12
85	8	15:29
41	4	13:20
26	18	16:36
22	9	16:37
55	16	15:59
184	19	15:11
98	11	16:29
70	10	14:38
69	17	13:40
72	13	12:36
143	2	14:49
4	11	16:49
10	16	15:26
10	6	16:57
175	1	14:51
182	19	14:46
24	13	13:17
30	1	14:27
136	18	17:04
32	11	16:22
83	16	15:44
31	8	15:30
88	18	17:03
6	14	12:42
120	6	16:31
10	13	12:38
14	19	15:26
89	4	12:39
146	2	14:58
157	12	14:18
39	8	15:30
179	7	13:42
134	11	16:17
20	18	16:31
11	13	13:27
141	8	15:02
152	17	13:23
161	4	12:46
126	2	14:43
9	4	13:34
135	5	13:20
21	5	12:59
15	8	15:35
42	11	16:11
138	6	16:54
176	15	14:56
92	15	14:41
72	14	13:09
40	15	14:40
119	13	13:43
11	14	13:15
108	14	13:26
154	6	16:54
159	3	15:45
134	3	15:19
54	1	14:16
19	5	13:07
101	14	12:32
24	11	16:33
47	19	15:56
56	8	15:27
17	18	17:05
169	7	12:59
107	10	15:28
99	9	16:39
180	3	15:45
136	17	13:51
121	9	16:38
190	6	16:30
141	14	12:40
113	17	13:41
76	16	15:25
110	2	14:32
32	12	13:05
15	16	15:47
150	17	13:02
68	13	13:28
69	18	16:04
130	14	12:31
2	12	13:02
54	2	14:48
142	5	13:09
83	2	15:10
153	14	13:10
163	14	13:03
140	14	13:26
47	16	15:32
133	15	14:59
68	7	12:59
91	13	12:33
72	7	13:26
156	6	17:00
98	6	16:35
82	11	16:59
158	3	15:25
145	2	15:28
165	16	15:03
149	18	16:27
166	1	14:03
51	2	15:01
105	18	16:01
106	18	16:29
153	7	12:44
90	12	13:23
144	11	16:43
80	6	16:20
115	6	17:17
148	10	14:53
46	6	16:22
39	17	13:22
158	18	16:44
181	11	16:59
186	15	14:14
162	8	15:51
180	1	14:35
136	6	17:29
91	1	14:19
66	6	16:03
106	16	15:30
3	17	13:50
29	16	15:27
161	19	15:02
79	9	16:39
124	1	14:36
46	15	14:47
139	12	13:33
25	14	12:54
169	14	12:41
45	6	16:33
122	6	17:28
77	11	17:09
22	3	15:32
